idtram,nombre,secretaria,dependencia,visitas_totales,year
9597,"Guía de Tránsito para la movilización de Ganado, Productos y Subproductos Pecuarios",Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,53,2023
847,Consultas realizadas a otras dependencias relacionadas con trámites de control vehicular,Secretaría de Hacienda,Secretaría de Hacienda,52,2023
7851,Modulo CURP,Tasquillo,Ayuntamiento de Tasquillo,52,2023
600,Apoyo a la Infraestructura Hidroagrícola con el Programa Normal Estatal,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,52,2023
4300,Permiso de exhumación de restos.,Santiago de Anaya,Ayuntamiento de Santiago de Anaya,52,2023
826,Canje de Placas de Vehículo del Servicio Público,Secretaría de Hacienda,Secretaría de Hacienda,52,2023
6065,Oficio de carta de terminación de servicio social.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,52,2023
3146,Ayudas técnicas con auxiliares auditivos y prótesis.,Zimapán,Ayuntamiento de Zimapán,52,2023
4187,Denuncias en contra de servidores públicos de San Agustín Tlaxiaca.,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,52,2023
6025,Constancia de no Afectación de áreas verdes.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,52,2023
3456,Avalúo catastral,Pacula,Ayuntamiento de Pacula,52,2023
6117,Redacción de contratos privados.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,52,2023
3853,Constancias de Venta de Lote,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,52,2023
3470,Asesoría para la producción agrícola y ganadera,Pacula,Ayuntamiento de Pacula,52,2023
3478,Apoyo con entrenamiento a escuelas,Pacula,Ayuntamiento de Pacula,52,2023
9422,Registro de defunción.,Tepeapulco,Ayuntamiento de Tepeapulco,52,2023
9160,Placa de funcionamiento,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,52,2023
9348,Licencia de Funcionamiento Comercial,Tepeapulco,Ayuntamiento de Tepeapulco,52,2023
781,Liberación de Placas y Unidades,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,51,2023
845,Baja de vehículo particular para el transporte de personas discapacitadas.,Secretaría de Hacienda,Secretaría de Hacienda,51,2023
6586,Atención Psicológica,Tizayuca,Ayuntamiento de Tizayuca,51,2023
4019,Inscripción de Matrimonio en oficina,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,51,2023
3125,"Proyectos productivos para personas con discapacidad ""hacia una vida mejor"".",Zimapán,Ayuntamiento de Zimapán,51,2023
5856,Información Turística.,Tizayuca,Ayuntamiento de Tizayuca,51,2023
4023,Bacheo,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,51,2023
6212,Ayudas Técnicas,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,51,2023
6736,Constancia para Beca,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,51,2023
6194,Atención a las áreas internas institucionales.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,51,2023
6199,Instalación de espacios de alimentación encuentro y desarrollo.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,51,2023
6135,Instalación de tomas de agua potable,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,51,2023
6121,Visitas Domiciliarias,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,51,2023
5812,Vinculación de Estudiantes y Prestadores de Prácticas Profesionales\nCon El Sector Productivo,Tizayuca,Ayuntamiento de Tizayuca,51,2023
8780,Contrato de agua potable y alcantarillado,Zimapán,Ayuntamiento de Zimapán,51,2023
5195,Poda y Derribe de Árboles,Actopan,Ayuntamiento de Actopan,51,2023
3299,Acta de daños a medidor.,Zimapán,Ayuntamiento de Zimapán,50,2023
3143,Ayudas técnicas,Zimapán,Ayuntamiento de Zimapán,50,2023
6211,Desayunos Escolares Fríos,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,50,2023
4029,Constancia de Inexistencia de Registro,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,50,2023
3866,Realización de Avalúos Catastrales de Predio Oculto,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,50,2023
628,Asesoría Técnica en Materia Agrícola,Secretaría de Agricultura y Desarrollo Rural,Consejo del Desarrollo y Productividad de Cinta Larga,50,2023
4144,Constancia de Radicación,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,50,2023
7543,Pago a plazos en materia Estatal y Federal (DGR),Secretaría de Hacienda,Secretaría de Hacienda,50,2023
8474,"Renovación de Placa de Funcionamiento para negocios con giros de bajo riesgo, menores a 120 metros cuadrados.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,50,2023
9630,Inscripción de registro de reconocimiento,Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,50,2023
2879,Cobro del Impuesto Predial,Cardonal,Ayuntamiento de Cardonal,49,2023
3579,Becas Para Mujeres Estudiantes,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,49,2023
4826,Juventud Emprendedora en el Estado Beneficiado.- Convocatoria Jóvenes Emprendedores,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,49,2023
3901,Orientación y Apoyo en el Proceso inscripción del acta americana ante el Registro Familiar para acreditar la Doble Nacionalidad,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,49,2023
7605,Acta por robo y extravió,Pacula,Ayuntamiento de Pacula,49,2023
1490,Pago de multa por Verificación Extemporánea,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,49,2023
3245,Permiso para romper pavimento.,Zimapán,Ayuntamiento de Zimapán,49,2023
3282,"Quejas, denuncias y sugerencias ciudadanas.",Zimapán,Ayuntamiento de Zimapán,49,2023
3986,Servicio de WIFI,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,49,2023
8059,Inscripción de Defuncion,Jaltocán,Ayuntamiento de Jaltocán,49,2023
4293,Anuencia para la quema de fuegos pirotécnicos (castillos),Santiago de Anaya,Ayuntamiento de Santiago de Anaya,49,2023
6231,"Orientación, asesoría y gestión a migrantes y familiares.",San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,49,2023
4994,Concubinato.,Tepeapulco,Ayuntamiento de Tepeapulco,49,2023
6114,Constancia de conducta.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,49,2023
4164,"Guías de Transito para la movilización de Ganado, Productos y Subproductos",San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,49,2023
8310,Cambio de propietario o renovación del servicio de agua potable,Chapulhuacán,Ayuntamiento de Chapulhuacán,49,2023
9117,Constancia de no adeudo,Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,49,2023
8909,Análisis de Identificación de Metabolitos de Drogas de Abuso en Muestras de Orina,Procuraduría General de Justicia,Procuraduría General de Justicia,49,2023
314,Liberación de pagares originales,Secretaría de Hacienda,Secretaría de Hacienda,48,2023
3555,Servicio Mensual De Agua Potable Comercial,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,48,2023
6550,Fomento a La Lectura,Tizayuca,Ayuntamiento de Tizayuca,48,2023
7886,Apoyo para cursos o talleres,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,48,2023
433,Bolsa de Trabajo Empresarial (DIF),Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,48,2023
593,Capacitación y Asesoría Jurídica y de Desarrollo Organizacional para la Integración de Sociedades de Productores.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,48,2023
3136,Préstamo de equipo de sonido.,Zimapán,Ayuntamiento de Zimapán,48,2023
3270,Ambulancia para traslados programados.,Zimapán,Ayuntamiento de Zimapán,48,2023
3888,Donaciones Económicas,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,48,2023
4198,"Taller, platica o charla para el desarrollo integral de niñas, niños adolescentes y padres de familia",San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,48,2023
6214,Crecer en Familia,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,48,2023
7557,LIBERACION DE PRESOS INDIGENAS,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDPI),48,2023
3258,Proporcionar Información Turística,Zimapán,Ayuntamiento de Zimapán,48,2023
6880,Titulación,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,48,2023
2218,Constancia de Identidad,Xochiatipan,Ayuntamiento de Xochiatipan,48,2023
3468,Registro de defunción.,Pacula,Ayuntamiento de Pacula,48,2023
9517,Dictamen de Impacto Ambiental,Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,48,2023
9919,Garantias del Interes Fiscal (Estatal),Secretaría de Hacienda,Secretaría de Hacienda,48,2023
327,Consulta fecha pago a municipios,Secretaría de Hacienda,Secretaría de Hacienda,47,2023
3636,Contratación De Toma De Agua Potable Pública,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,47,2023
2252,Asesoría Jurídica para el trámite del programa de Regularización de Tenencia de la Tierra,Zacualtipán,Ayuntamiento de Zacualtipán,47,2023
5188,Alineamiento y Número Oficial,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,47,2023
4288,Renta de piso muestra gastronómica.,Santiago de Anaya,Ayuntamiento de Santiago de Anaya,47,2023
6179,Constancia de productor agropecuario.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,47,2023
3444,Asesoría para el registro de arma de fuego.,Pacula,Ayuntamiento de Pacula,47,2023
4158,Constancia de Modo Honesto de Vivir,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,47,2023
6226,Recaudación de Ingresos Municipales.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,47,2023
8536,Solicitud de pasaporte ordinario mexicano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,47,2023
4981,Constancias de productor (pecuarias y agrícolas),Tepeapulco,Ayuntamiento de Tepeapulco,47,2023
8716,Avalúo Catastral,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,47,2023
5229,Registro de Concubinato,Actopan,Ayuntamiento de Actopan,47,2023
9566,Cartilla de Identidad del Servicio Militar Nacional,Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,47,2023
5771,CÉDULA DE EMPADRONAMIENTO,Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,46,2023
3956,Talleres de autoempleo,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,46,2023
693,*** SIMPLIFICADO NO PUBLICAR *** Autorización para el adosamiento de puentes en carreteras estatales,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,46,2023
456,Asesoría para la eficiencia energética.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,46,2023
3235,Inscripción de acta de reconocimiento de hijos.,Zimapán,Ayuntamiento de Zimapán,46,2023
4114,Acta de Reconocimiento de hijo,Chilcuautla,Ayuntamiento de Chilcuautla,46,2023
731,*** SIMPLIFICADO NO PUBLICAR *** Autorización para la realización de paradores en carreteras estatales,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,46,2023
1924,Contrato de Drenaje,Almoloya,Ayuntamiento de Almoloya,46,2023
3239,Visitas guiadas,Zimapán,Ayuntamiento de Zimapán,46,2023
4829,Participación Juvenil .- Convocatorias,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,46,2023
6051,Inscripción A Educación Para Adultos Mayores.,Tizayuca,Ayuntamiento de Tizayuca,46,2023
6116,Ordenes de protección,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,46,2023
3484,Proyectos para personas con discapacidad.,Pacula,Ayuntamiento de Pacula,46,2023
7179,Integración de Calificaciones de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,46,2023
3448,Registro de nacimiento ordinario (Recién Nacido a Un año de edad),Pacula,Ayuntamiento de Pacula,46,2023
7603,Elaboración de Invitaciones,Pacula,Ayuntamiento de Pacula,46,2023
3535,Permiso para bebidas alcohólicas,Chapulhuacán,Ayuntamiento de Chapulhuacán,46,2023
7691,Inscripción de Nacimiento,Jaltocán,Ayuntamiento de Jaltocán,46,2023
9034,"Certificado de derechos de construcción de monumentos, criptas y capillas",Tepeji del Río de Ocampo,Ayuntamiento de Tepeji del Río de Ocampo,46,2023
4358,Constancia de Residencia o Radicación,Tolcayuca,Ayuntamiento de Tolcayuca,45,2023
4364,Acta de Extravío,Tolcayuca,Ayuntamiento de Tolcayuca,45,2023
5884,"Asistencia Técnica En Cultivos, Fertilizantes, Plagas, enfermedades y\nusos de semillas",Tizayuca,Ayuntamiento de Tizayuca,45,2023
3180,Acta de extravió de la credencial de Afiliación.,Zimapán,Ayuntamiento de Zimapán,45,2023
6151,Calentador Solar Foset,Tizayuca,Ayuntamiento de Tizayuca,45,2023
790,Préstamo de libros y documentos en sala,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,45,2023
6201,Gestionar ayudas funcionales.,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,45,2023
3925,C.A.I.C. Centro de Asistencia Infantil Comunitario,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,45,2023
5640,Actas Circunstanciadas,Epazoyucan,Ayuntamiento de Epazoyucan,45,2023
7808,Tarjeta predial,Mineral del Monte,Ayuntamiento de Mineral del Monte,45,2023
4284,Constancia de extravió de documentos,Santiago de Anaya,Ayuntamiento de Santiago de Anaya,45,2023
5860,Cursos de Fomento al Autoempleo,Epazoyucan,Ayuntamiento de Epazoyucan,45,2023
3979,Alumbrado Público Cambio de Luminarias,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,45,2023
8494,Constancia de no registro de matrimonio o Constancia de Soltería,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,45,2023
4168,Préstamo de apoyos funcionales para personas con discapacidad y adultos mayores.,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,45,2023
9448,Inscripción de sentencia de divorcio.,Tepeapulco,Ayuntamiento de Tepeapulco,45,2023
9047,Proyectos productivos para personas con discapacidad,Actopan,Ayuntamiento de Actopan,45,2023
2736,Alta comercial,Cuautepec,Ayuntamiento de Cuautepec,44,2023
785,Compulsa de documentos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,44,2023
611,"Cesión de Derechos, Lote Habitacional",Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,44,2023
3884,"Estudio de Factibilidad (1/2"")",Ixmiquilpan,Ayuntamiento de Ixmiquilpan,44,2023
3187,Permiso para uso de instalaciones deportivas,Zimapán,Ayuntamiento de Zimapán,44,2023
4905,\nPermiso para derribar un árbol ( Carta de no Inconveniente ) \n \n,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,44,2023
4285,Permiso de construcción,Santiago de Anaya,Ayuntamiento de Santiago de Anaya,44,2023
4906,El campo en nuestras manos,Almoloya,Ayuntamiento de Almoloya,44,2023
5667,Acta convenio,Chapantongo,Ayuntamiento de Chapantongo,44,2023
3889,"Estudios de laboratorio, de gabinete y/o especializados",Ixmiquilpan,Ayuntamiento de Ixmiquilpan,44,2023
657,Gestión de apoyos y/o recursos de Organismos Internacionales,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,44,2023
505,Elaboración y Actualización de los Directorios de Agrupaciones Comerciales.,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,44,2023
3982,Acta informativa de extravío de licencia de conductor,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,44,2023
5760,CONSTANCIA DE BUENA CONDUCTA,Santiago Tulantepec,Ayuntamiento de Santiago Tulantepec,44,2023
5874,Día por el Empleo.,Tizayuca,Ayuntamiento de Tizayuca,44,2023
6098,Rodada Ciclista,Tizayuca,Ayuntamiento de Tizayuca,44,2023
6843,Expedición de copias simples,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,44,2023
4151,"Generación de expediente para Altas en el Padrón Ganadero Nacional, Sistema de Identificación, Individual del Ganado, (SIINIGA).",San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,44,2023
7749,Asesoría jurídica,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,44,2023
4027,Beca de escasos recursos,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,44,2023
7682,Jornadas Médicas,Mineral del Chico,Ayuntamiento de Mineral del Chico,44,2023
5242,Constancia de dependencia económica,Actopan,Ayuntamiento de Actopan,44,2023
1542,Copia de la Fotografía 23cm x 23cm,Secretaría de Hacienda,Instituto Catastral,43,2023
5680,Alumbrado Público,Epazoyucan,Ayuntamiento de Epazoyucan,43,2023
2784,Actas de hechos,Cuautepec,Ayuntamiento de Cuautepec,43,2023
3191,Espectáculos y diversiones públicas.,Zimapán,Ayuntamiento de Zimapán,43,2023
3313,Inscripción de predio oculto al fisco del Estado en el padrón de poseedores,Zimapán,Ayuntamiento de Zimapán,43,2023
5894,Búsqueda de registro de matrimonio,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,43,2023
3237,Inscripción de doble nacionalidad.,Zimapán,Ayuntamiento de Zimapán,43,2023
3909,Cambio /Modificación datos en Contrato,Ixmiquilpan,Ayuntamiento de Ixmiquilpan,43,2023
3841,Acta informativa de extravió de credencial de elector (IFE),Ixmiquilpan,Ayuntamiento de Ixmiquilpan,43,2023
6210,Estrategia de Orientación Alimentaria,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,43,2023
4179,Acta Informativa de Extravió Certificado Parcelario,San Agustín Tlaxiaca,Ayuntamiento de San Agustín Tlaxiaca,43,2023
1616,Asesorías Financieras zona 2,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,43,2023
7573,Curso de asignatura de 75 hasta 89 horas,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,43,2023
