Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
1256,Reposición de Certificado de terminación de estudios CONALEPH,Presencial,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 Pachuquilla Mineral De La Reforma,1620
1259,Publicación en el Periódico Oficial de Avisos Judiciales que deberán publicarse por disposición de Ley.,Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,795
1260,"Publicaciones en el Periódico Oficial, que se realizan por una Plana y Media Plana.",Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,950
1264,"Publicación en el Periódico Oficial, que realizan los Municipios de instrumentos legales.",Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,255
1268,Apostillas,Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Ampliación S/N Centro 42000 Pachuca De Soto Pachuca De Soto,9066
1270,"Opinión favorable para actividades relacionadas con armas, municiones, pólvoras y explosivos, artificios y substancias químicas relacionadas con explosivos.",Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Ampliación S/N centro 42000 Pachuca De Soto Pachuca De Soto,576
1295,Acuerdo de Actualización del Plan y Programa de Estudios,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,221
1300,Expedición de la Carta de Opinión de Pertinencia de Planes y Programas de Estudios de tipo Superior solicitada ante la COEPEES,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,
1342,Programa de Atención Médica Contra Accidentes Para Escolares en el Hospital del Niño DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,814
1345,Becas ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 El Saucillo Huichapan,473
1347,Por la elaboración de constancia de seguridad por unidad de transporte de materiales peligrosos,Presencial,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,121
1351,Inscripción a cursos de capacitación en línea del ICATHI,Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,4636
1383,Revalidación de Estudios de tipo Superior,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,1005
1386,Autenticación y Registro de Certificados de Estudios de nivel licenciatura y posgrado,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,
1387,"Autenticación de título, diploma o grado académico",Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,815
1388,"Diseño, tendido y corte de tela para el ensamble de prendas de vestir en el ICATHI",Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle s/n El Cerrito 42180 Pachuquilla Mineral De La Reforma,528
1409,Inscripción nivel licenciatura UPH,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n Tepoxtequito 0 Huejutla De Reyes Huejutla De Reyes,
1410,Atención médica.,Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,497
1414,Acreditación de Primaria y Secundaria Abierta de Educación para Adultos,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,1057
1417,Admisión UTHH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,13
1418,Cancelación de Hipoteca y Reserva de Dominio,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,2136
1419,"Representación Legal a Trabajadores, Sindicatos y Beneficiarios",Presencial,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,216
1428,Denuncia y/o queja a posibles violaciones o incumplimientos a las norma de trabajo,Presencial,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,4866
1430,Emisión de estado de cuenta,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,340
1432,Expedición de finiquito o Constancia de no adeudo,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,1174
1435,Reestructuración de crédito,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,159
1439,Constancia de Viabilidad,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,2116
1447,Atención jurídica en materia penal.,Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,
1448,Atención jurídica en materia familiar.,Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,3758
1450,"Atención psicológica a mujeres en situación de violencia de género y, en su caso, a sus hijas e hijos menores de edad.",Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,1005
1452,Atención de trabajo social,Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,600
1455,Prestación de servicios de Marketing Deportivo del Instituto Hidalguense del Deporte,Presencial,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle #104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,152
1462,Escuelas de Iniciación Técnico Deportivas del Instituto Hidalguense del Deporte,Presencial,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,4372
1469,Sensibilización a Mujeres y Hombres en Perspectiva de Género,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,254
1476,Autorización para Prestar Servicios de Seguridad Privada en el Estado.,Presencial,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Boulevard S/N Fraccionamiento Colosio II 42039 Pachuca De Soto Pachuca De Soto,
1478,Albergue Revolución,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle s/n Periodistas (en el segundo piso del Mercado Revolución) 42060 Pachuca De Soto Pachuca De Soto,2626
1486,Holograma de Verificación Vehicular Tipo Exento,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,32031
1489,Autorización de cambio de titular del Centro de Verificación Vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,
1491,Autorización de nuevas líneas de verificación vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,285
1496,Permiso de Publicidad Modalidad A Productos y Servicios,Presencial,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,886
1499,Solicitud de Visita de Verificación de Medicamentos que Sean o Contengan Estupefacientes Modalidad A. Destrucción.,Presencial,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Adolfo Lopez Mateos 42090 Pachuca De Soto Pachuca De Soto,
1500,Solicitud de Visita de Verificación de materia prima y medicamentos que sean o contengan estupefacientes o psicotrópicos Modalidad A. Balance,Presencial,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,273
1502,"Reportes, Quejas y Sugerencias del Servicio Tuzobús",Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,3366
1505,Reposición de la Tarjeta Preferente Tuzobús,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,1038
1506,Expedición de Tarjetón para Personas Conductoras del Tuzobús,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,"Calle Km 1 Blvd. Camino a Téllez Km. 1, Jagüey de Téllez, Zempoala, Hidalgo, C.P. 43840 43840 Zempoala Zempoala",463
1507,Renovación del Tarjetón para Personas Conductoras del Tuzobús,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle Km 1 Jaguey de Téllez 43840 Zempoala Zempoala,194
1509,Centro de Expresión Juvenil,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Avenida s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,4424
1520,Dictaminación técnica de la Cédula de Operación Anual,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,2784
1521,Inscripción 1er Semestre Bachillerato del Estado de Hidalgo,Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,4400
1527,Reinscripción nivel licenciatura UPH,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,
1528,Readmision UPH,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,84
1529,Exámen de Ingreso a nivel licenciatura UPH,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle SN Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,822
1530,Examen de Recuperación UPH,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,103
1531,Expedición de Licencia Ambiental Estatal,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,2479
1532,Bitácora de Operación de Equipos y Procesos Generadores de Emisiones a la Atmósfera,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,1035
1536,Autorización en materia de impacto ambiental del transporte de residuos de manejo especial generados en procesos industriales y de servicios.,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,4524
1540,Inscripción de registro de perito valuador (Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,1038
1541,Refrendo anual de registro de perito valuador,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,305
1546,Puntos Topográficos con referencia de localización.,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,201
1547,Levantamiento Topográfico de poligonales (Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,421
1548,Levantamiento Topográficos de Predios (Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,1662
1549,Copias certificadas de documento que obre en el archivo del Instituto Catastral,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
1550,Restitución fotogramétrica escala 1:1000.,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,120
1551,"Copia de plano de la localidad, 60x90 cms (Catastral)",Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,910
1554,Revalidación de Estudios de Educación Básica,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,1218
