Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
1014,Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),100,2610,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,15,dias,1501,1548,1605,Nivel 3.5,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Testimonio del acta constitutiva formalizada ante Notario o Corredor Público y dos copias | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1023,Impartición de Justicia en Conflictos Laborales del Sector Privado,Impartición de Justicia en Conflictos Laborales del Sector Privado,100,8887,0,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Presencial,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,6,meses,0,0,0,Nivel 1,Otro,Social,0,0,,,FALSO,,,0,0,,,,,Interesado,
1024,Impartición de justicia de conflictos laborales del sector público,Impartición de justicia de conflictos laborales del sector público,100,2366,0,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Presencial,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,12,meses,386,585,554,Nivel 1,,Social,0,0,1,,FALSO,,,0,0,,,,,Representante legal | Interesado,Ingresar demanda laboral
1025,Celebración de Convenios Fuera de Juicio de los trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Celebración de Convenios Fuera de Juicio de los trabajadores al Servicio de los Gobiernos Estatal y Municipal.,100,258,0,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Presencial,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,,,,,,,Convenio,Social,0,0,2,,FALSO,,,0,0,,,,,Representante legal | Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Carta poder del representante legal"
1028,"Registro de Sindicatos, Expedición de la Toma de Nota y Registro de Condiciones Generales de Trabajo de los Sindicatos al Servicio de los Gobiernos Estatal y Municipal del Estado de Hidalgo.","Registro de Sindicatos, Expedición de la Toma de Nota y Registro de Condiciones Generales de Trabajo de los Sindicatos al Servicio de los Gobiernos Estatal y Municipal del Estado de Hidalgo.",100,1421,0,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Presencial,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,12,meses,81,56,103,Nivel 1,Toma De Nota,Social,0,0,2,,FALSO,,,0,0,,,,,Representante legal | Interesado,Acta constitutiva | Exhibir las Condiciones Generales de Trabajo por duplicado.
1030,Tramitación de la Declaración de Beneficiarios de trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Tramitación de la Declaración de Beneficiarios de trabajadores al Servicio de los Gobiernos Estatal y Municipal.,100,231,0,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Presencial,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,6,meses,66,56,103,Nivel 1,Otro,Social,0,0,1,,FALSO,,,0,0,,,,,Interesado,Escrito Libre (de solicitud o petición)
1037,Acuerdo que autoriza o niega el reconocimiento de validez oficial de estudios de tipo superior. (RVOE),Acuerdo que autoriza o niega el reconocimiento de validez oficial de estudios de tipo superior. (RVOE),100,614,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,2,meses,3,9,4,Nivel 2,Autorización,Empresarial,9,0,5,1,VERDADERO,,,0,0,1,,,,Representante legal,Paquete 1 | Paquete 2 | Paquete 3 | Paquete 4 | Paquete 5
1040,Registro y cotejo de documentos de alumnos inscritos en nivel licenciatura y posgrado,Registro y cotejo de documentos de alumnos inscritos,75.91240876,169,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda la Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,1,dias,6836,4182,3946,Nivel 1,Registro,Empresarial,4209,0,7,1,VERDADERO,,,0,0,1,,,,Representante legal,Clave Única de Registro de Población (CURP) | Acta de nacimiento | Certificado de secundaria | Certificado de estudios de bachillerato | Revalidación de secundaria y bachillerato | Calidad migratoria en caso de ser extranjero | Constancia de validación de certificado de bachillerato
1043,Expedición de certificado de defunción,Expedición de certificado de defunción,100,16128,0,Secretaría de Salud,Secretaría de Salud,Presencial,Avenida 405 Ex Hacienda de Guadalupe 42090 Pachuca De Soto Pachuca De Soto,1,hrs,944,12045,16128,Nivel 1,Certificación,Social,13,0,2,,FALSO,,,0,0,,,,,Otro,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Cédula Profesional"
1058,Inscripción de Poderes Civiles y Sustituciones (Registro Público de la Propiedad y del Comercio),Inscripción de Poderes Civiles y Sustituciones (Registro Público de la Propiedad y del Comercio),100,1437,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,,dias,,,,Nivel 3.5,Inscripción,Ambos,0,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de pago | Testimonio de escritura pública y dos copias | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1060,Regularización de la propiedad,Regulación de la propiedad,92.85714286,1303,0,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Presencial,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,20,min,0,0,0,,Otro,Social,0,0,1,1,VERDADERO,,,,,1,0,0,,Representante legal | Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1071,Inscripción por Constitución del Patrimonio Familiar. (Registro Público de la Propiedad y del Comercio),Inscripción Por Constitución del Patrimonio Familiar ,65.80645161,647,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Resolución judicial y dos juegos de copias certificadas | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1074,Ratificación de firmas. (Registro Público de la Propiedad y del Comercio),Ratificación de Firmas (Registro Público de la Propiedad y del Comercio),89.65517241,1209,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Contrato objeto de la ratificación de firmas | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1081,Reinscripción ITESHU.,Reinscripción ITESHU,97.56097561,1066,0,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,Calle S/N El Saucillo 42411 Huichapan Huichapan,19,min,2157,3274,3391,Nivel 1,Reinscripción,Social,3274,0,2,,VERDADERO,9.28,57.25,,,,1,1,,Interesado,Comprobante de Pago del trámite | Encuesta de auditoria de servicio requisitada en línea
1090,Inscripción de alumnos a educación primaria. (de 2° a 6° grado),Inscripción de alumnos a educación primaria. (de 2° a 6° grado),100,5657,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Presencial,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,1,dias,212,273,399,Nivel 1,Inscripción,Social,380,0,4,,FALSO,,,1,0,,,,,Tutor | Padres,"Acta de nacimiento | Clave Única de Registro de Población (CURP) | Cartilla de Vacunación, en caso de contar con ella. | Constancia de estudios"
1096,Sustitución del Cargo de Albacea. (Registro Público de la Propiedad y del Comercio),Sustitución del Cargo de Albacea (Registro Público de la Propiedad y del Comercio),99.39393939,111,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Resolución judicial original y dos copias certificadas | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1121,Equivalencia de Estudios de Educación Media Superior,Equivalencia de Estudios de Educación Media Superior,100,5810,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex-Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,5,dias,735,1484,1335,Nivel 4.1,Autorización,Social,1484,0,8,1,VERDADERO,,,0,0,1,,,,Interesado | Tutor | Padres | Tercero con carta poder,Acta de nacimiento | Clave Única de Registro de Población (CURP) | Constancia de estudios | Constancia de estudios | Oficio de solicitud | Comprobante de Pago del trámite | Mapa Curricular escuela de procedencia | Mapa Curricular escuela da la que ingresará
1125,Revalidación de Estudios de Educación Media Superior,Revalidación de Estudios de Educación Media Superior,100,2171,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,5,dias,57,135,103,Nivel 4.1,Autorización,Social,135,0,7,1,VERDADERO,,,0,0,1,,,,Interesado | Tutor | Padres | Tercero con carta poder,"Acta de nacimiento | Clave Única de Registro de Población (CURP) | Constancia de estudios | Certificado, Transcript oficial, Boletas o constancias que señalen las materias cursadas, los ciclos escolares y las calificaciones obtenidas en los grados que se pretendan revalidar; | Diploma de estudios o acta de grado si terminó sus estudios en el extranjero; | Oficio de solicitud | Comprobante de Pago del trámite"
1133,CURP (Clave Única de Registro de Población),CURP (Clave Única de Registro de Población),100,10110,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Presencial,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,2,min,135,265,297,Nivel 1,Constancia,Social,265,0,1,,FALSO,,,0,0,,,,,Interesado | Tutor | Padres,Acta de nacimiento
1134,Registro de una institución de educación media superior y superior,Registro de una institución de educación media superior y superior,100,542,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,2,dias,0,7,1,Nivel 2,Registro,Social,7,0,10,1,VERDADERO,,,0,0,1,,,,Interesado,"Formato de Solicitud | Acta constitutiva | Acuerdo de Incorporación o Reconocimiento de Validez Oficial de Estudios | Aval de la Comisión Estatal para la Planeación de la Educación Superior en Hidalgo (COEPES) o de la instancia correspondiente en materia de Planeación Educativa | Normatividad de la institución | Organigrama | Planes de estudio | Requisitos vigentes de ingreso, lineamientos para la prestación del servicio social y opciones de titulación | Comprobante de Pago del trámite | Acuerdo de registro ante la Dirección General de Profesiones Federal"
1135,Registro Profesional Estatal,Registro Profesional Estatal,100,14106,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,1,hrs,14248,19643,18775,Nivel 2,Registro,Social,19643,0,11,5,VERDADERO,3.00,4.00,0,0,1,,,,Interesado,Oficio de solicitud | Clave Única de Registro de Población (CURP) | Acta de nacimiento o carta de naturalización | Constancia de estudios | Certificado Total de Estudios de la carrera | Constancia de cumplimiento de servicio social | Título profesional | Cédula Profesional | Constancia de revalidación de estudios otorgada por la Secretaría de Educación Pública | Comprobante de Pago del trámite | Forma migratoria de la Autoridad Competente 
1139,Carta de No Inconveniente para Incorporación a una Institución Educativa,Carta de No Inconveniente para Incorporación a una Institución Educativa Nacional,94.11764706,1760,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,30,dias,0,0,0,,Otro,Empresarial,1,0,9,,VERDADERO,,,0,0,,,,,Representante legal,"Acta constitutiva | Oficio de solicitud | Copia certificada ante Notario Público del acuerdo de incorporación o reconocimiento de validez oficial de estudios (instituciones particulares) | Aval de la Comisión Estatal para la Planeación de la Educación Superior en Hidalgo (COEPEES) o de la instancia correspondiente en materia de planeación educativa | Normatividad de la institución | Organigrama | Planes de estudio | Requisitos vigentes de ingreso, lineamientos para la prestación del servicio social y opciones de titulación | Comprobante de Pago del trámite"
1140,Informe de antecedentes profesionales,Informe de antecedentes profesionales,100,272,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,2,dias,120,93,234,Nivel 2,Otro,Social,93,0,2,1,VERDADERO,,,0,0,1,,,,Otro,Oficio de solicitud | Comprobante de Pago del trámite
1142,Registro como unidad receptora de servicio social,Registro como unidad receptora de servicio social,100,3170,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,24,hrs,140,227,397,Nivel 4.1,Registro,Ambos,227,0,7,,FALSO,,,,,,1,0,,Representante legal,"Acta constitutiva | Comprobante de Domicilio | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Oficio de firmantes autorizados | Constancia de Situación Fiscal | Solicitud de pre registro | Hoja membretada"
1143,Registro de Colegio de Profesionistas y Federación, Registro de Colegio de Profesionistas y Federación,100,470,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,5,dias,1,5,2,Nivel 2,Registro,Social,5,0,3,1,VERDADERO,,,1,0,1,,,,Representante legal | Interesado,Requisitos Generales | Para Colegios de Profesionistas: | Para Federación de Profesionistas:
1145,Ampliaciones de autorizaciones para profesionistas,Ampliaciones de autorizaciones para profesionistas,100,147,0,Secretaría de Educación Pública,Secretaría de Educación Pública,Presencial,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,1,hrs,85,24,27,Nivel 2,Otro,Social,24,0,4,2,VERDADERO,,,0,0,1,,,,Interesado,Oficio de solicitud | Autorización vencida; | Fotografías del solicitante | Comprobante de Pago del trámite
1147,Servicio Médico Hospitalario,Servicio Médico Hospitalario,100,21256,0,Secretaría de Salud,Secretaría de Salud,Presencial,Carretera 101 Ciudad de los Niños 42070 Pachuca De Soto Pachuca De Soto,2,dias,16417,23464,21256,Nivel 1,Otro,Social,110466,0,6,,VERDADERO,,,1,0,,,,,Interesado,"Solicitar el servicio. | Si es enviado por alguna unidad de salud deberá presentar hoja de referencia. | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio"
1159,Por la actualización de opiniones técnicas de factibilidad,Por la actualización de opiniones técnicas de factibilidad,100,443,0,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Presencial,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,30,dias,782,856,443,Nivel 1,Opinión,Ambos,0,0,,,VERDADERO,,,0,0,,,,"Servicios educativos, Servicios financieros y de seguros, Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza, Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final, Construcción, Industrias manufactureras, Comercio al por mayor, Comercio al por menor, Transportes, correos y almacenamiento, Información en medios masivos, Servicios inmobiliarios y de alquiler de bienes muebles e intangibles, Servicios de salud y de asistencia social, Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos, Servicios de alojamiento temporal y de preparación de alimentos y bebidas, Minería, Servicios profesionales, científicos y técnicos, Corporativos, Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación, Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",Representante legal | Interesado | Tercero con carta poder,
